Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
13304,5/3/2021 1:26:39 PM,38.41000,19.61000,0.68000,32.00000,31.00000,32.00000,52.00000,78.00000,37.00000,2.15000,2.15000,2.15000,2.15000,43.12633,62.95368,19.56667,31.66667,55.66667
13305,5/3/2021 1:26:39 PM,38.20000,20.48000,0.39000,49.00000,52.00000,52.00000,77.00000,93.00000,82.00000,9.46000,11.18000,10.75000,10.46333,43.34363,61.80310,19.69000,51.00000,84.00000
13306,5/3/2021 1:26:39 PM,39.29000,20.16000,0.30000,46.00000,42.00000,46.00000,71.00000,87.00000,72.00000,8.17000,6.88000,8.17000,7.74000,44.16027,62.83729,19.91667,44.66667,76.66667
13307,5/3/2021 1:26:39 PM,37.84000,20.02000,0.31000,43.00000,39.00000,43.00000,70.00000,87.00000,57.00000,6.88000,5.59000,6.88000,6.45000,42.80965,62.11804,19.39000,41.66667,71.33333
13308,5/3/2021 1:26:39 PM,39.51000,20.71000,0.44000,37.00000,38.00000,39.00000,76.00000,87.00000,74.00000,4.30000,5.16000,5.16000,4.87333,44.60879,62.33777,20.22000,38.00000,79.00000
13309,5/3/2021 1:26:39 PM,35.06000,19.29000,0.52000,29.00000,29.00000,30.00000,28.00000,79.00000,18.00000,0.86000,1.29000,1.29000,1.14667,40.01634,61.18042,18.29000,29.33333,41.66667
13310,5/3/2021 1:26:39 PM,39.06000,19.73000,0.00000,54.00000,48.00000,58.00000,73.00000,94.00000,82.00000,11.61000,9.46000,13.33000,11.46667,43.76022,63.20073,19.59667,53.33333,83.00000
13311,5/3/2021 1:26:39 PM,34.46000,15.27000,1.02000,31.00000,29.00000,30.00000,32.00000,75.00000,14.00000,1.72000,1.29000,1.29000,1.43333,37.69170,66.10079,16.91667,30.00000,40.33333
13312,5/3/2021 1:26:39 PM,37.48000,19.06000,-0.48000,38.00000,33.00000,37.00000,45.00000,75.00000,52.00000,4.73000,3.01000,4.30000,4.01333,42.04800,63.04494,18.68667,36.00000,57.33333
13313,5/3/2021 1:26:40 PM,38.77000,20.52000,0.16000,55.00000,56.00000,58.00000,77.00000,90.00000,80.00000,12.04000,12.90000,13.33000,12.75667,43.86551,62.10884,19.81667,56.33333,82.33333
13314,5/3/2021 1:26:40 PM,38.35000,21.11000,-0.42000,36.00000,36.00000,32.00000,71.00000,84.00000,67.00000,3.87000,4.30000,2.15000,3.44000,43.77619,61.16914,19.68000,34.66667,74.00000
13315,5/3/2021 1:26:40 PM,38.11000,20.06000,0.24000,35.00000,33.00000,39.00000,57.00000,87.00000,71.00000,3.44000,3.01000,5.16000,3.87000,43.06711,62.23898,19.47000,35.66667,71.66667
13316,5/3/2021 1:26:40 PM,38.10000,19.32000,-0.09000,40.00000,39.00000,42.00000,68.00000,87.00000,63.00000,5.59000,5.59000,6.45000,5.87667,42.71853,63.11104,19.11000,40.33333,72.66667
13317,5/3/2021 1:26:40 PM,37.51000,18.85000,-0.17000,33.00000,36.00000,33.00000,66.00000,88.00000,43.00000,2.58000,4.30000,2.58000,3.15333,41.98003,63.31898,18.73000,34.00000,65.66667
13318,5/3/2021 1:26:40 PM,37.67000,19.57000,-0.02000,39.00000,38.00000,38.00000,68.00000,88.00000,66.00000,5.16000,5.16000,4.73000,5.01667,42.45013,62.54760,19.07333,38.33333,74.00000
13319,5/3/2021 1:26:40 PM,38.28000,19.94000,0.00000,46.00000,41.00000,43.00000,68.00000,88.00000,68.00000,8.17000,6.45000,6.88000,7.16667,43.16204,62.48506,19.40667,43.33333,74.66667
13320,5/3/2021 1:26:40 PM,38.95000,18.31000,0.77000,35.00000,34.00000,37.00000,68.00000,86.00000,54.00000,3.44000,3.44000,4.30000,3.72667,43.03904,64.82226,19.34333,35.33333,69.33333
13321,5/3/2021 1:26:40 PM,38.30000,20.06000,0.21000,51.00000,46.00000,48.00000,69.00000,92.00000,78.00000,10.32000,8.60000,9.03000,9.31667,43.23533,62.35626,19.52333,48.33333,79.66667
13322,5/3/2021 1:26:40 PM,38.62000,18.06000,0.78000,37.00000,33.00000,37.00000,55.00000,85.00000,74.00000,4.30000,3.01000,4.30000,3.87000,42.63412,64.93764,19.15333,35.66667,71.33333
13323,5/3/2021 1:26:40 PM,38.57000,19.38000,0.49000,47.00000,39.00000,45.00000,67.00000,86.00000,68.00000,8.60000,5.59000,7.74000,7.31000,43.16514,63.32216,19.48000,43.66667,73.66667
13324,5/3/2021 1:26:40 PM,38.77000,19.33000,0.54000,41.00000,37.00000,40.00000,62.00000,89.00000,73.00000,6.02000,4.73000,5.59000,5.44667,43.32161,63.50001,19.54667,39.33333,74.66667
13325,5/3/2021 1:26:40 PM,33.40000,12.52000,1.08000,35.00000,33.00000,32.00000,35.00000,81.00000,20.00000,3.44000,3.01000,2.15000,2.86667,35.66946,69.45147,15.66667,33.33333,45.33333
13326,5/3/2021 1:26:40 PM,36.96000,20.05000,-0.01000,34.00000,36.00000,36.00000,58.00000,88.00000,65.00000,3.01000,4.30000,3.87000,3.72667,42.04812,61.52113,19.00000,35.33333,70.33333
13327,5/3/2021 1:26:40 PM,37.69000,19.09000,-0.07000,41.00000,36.00000,40.00000,67.00000,87.00000,55.00000,6.02000,4.30000,5.59000,5.30333,42.24884,63.13777,18.90333,39.00000,69.66667
13328,5/3/2021 1:26:40 PM,38.18000,21.49000,-0.38000,33.00000,34.00000,34.00000,57.00000,84.00000,62.00000,2.58000,3.44000,3.01000,3.01000,43.81247,60.62657,19.76333,33.66667,67.66667
13329,5/3/2021 1:26:40 PM,34.85000,19.31000,-0.14000,31.00000,36.00000,35.00000,49.00000,80.00000,61.00000,1.72000,4.30000,3.44000,3.15333,39.84217,61.00965,18.00667,34.00000,63.33333
13330,5/3/2021 1:26:40 PM,37.90000,19.27000,-0.45000,34.00000,32.00000,34.00000,60.00000,79.00000,49.00000,3.01000,2.58000,3.01000,2.86667,42.51756,63.04925,18.90667,33.33333,62.66667
13331,5/3/2021 1:26:40 PM,33.84000,19.19000,-0.47000,29.00000,29.00000,30.00000,37.00000,74.00000,25.00000,0.86000,1.29000,1.29000,1.14667,38.90246,60.44328,17.52000,29.33333,45.33333
13332,5/3/2021 1:26:40 PM,37.99000,19.90000,-0.21000,44.00000,43.00000,41.00000,76.00000,87.00000,76.00000,7.31000,7.31000,6.02000,6.88000,42.88648,62.35346,19.22667,42.66667,79.66667
13333,5/3/2021 1:26:40 PM,36.64000,19.41000,-0.31000,39.00000,38.00000,39.00000,66.00000,85.00000,56.00000,5.16000,5.16000,5.16000,5.16000,41.46369,62.08764,18.58000,38.66667,69.00000
13334,5/3/2021 1:26:40 PM,37.97000,18.96000,-0.11000,54.00000,49.00000,51.00000,82.00000,91.00000,83.00000,11.61000,9.89000,10.32000,10.60667,42.44058,63.46514,18.94000,51.33333,85.33333
13335,5/3/2021 1:26:40 PM,37.10000,19.74000,-0.19000,47.00000,38.00000,39.00000,75.00000,85.00000,72.00000,8.60000,5.16000,5.16000,6.30667,42.02473,61.98365,18.88333,41.33333,77.33333
13336,5/3/2021 1:26:40 PM,38.30000,19.18000,0.01000,38.00000,39.00000,39.00000,63.00000,86.00000,72.00000,4.73000,5.59000,5.16000,5.16000,42.83413,63.39906,19.16333,38.66667,73.66667
13337,5/3/2021 1:26:40 PM,36.27000,18.51000,0.03000,33.00000,31.00000,32.00000,42.00000,65.00000,29.00000,2.58000,2.15000,2.15000,2.29333,40.72018,62.96300,18.27000,32.00000,45.33333
13338,5/3/2021 1:26:41 PM,38.20000,18.50000,0.22000,51.00000,41.00000,47.00000,78.00000,89.00000,75.00000,10.32000,6.45000,8.60000,8.45667,42.44396,64.15941,18.97333,46.33333,80.66667
13339,5/3/2021 1:26:41 PM,37.50000,18.33000,0.42000,38.00000,34.00000,40.00000,61.00000,82.00000,65.00000,4.73000,3.44000,5.59000,4.58667,41.74014,63.95061,18.75000,37.33333,69.33333
13340,5/3/2021 1:26:41 PM,37.99000,18.96000,0.21000,51.00000,42.00000,45.00000,72.00000,86.00000,80.00000,10.32000,6.88000,7.74000,8.31333,42.45847,63.47719,19.05333,46.00000,79.33333
13341,5/3/2021 1:26:41 PM,33.14000,14.87000,0.82000,30.00000,30.00000,31.00000,18.00000,67.00000,20.00000,1.29000,1.72000,1.72000,1.57667,36.32322,65.83411,16.27667,30.33333,35.00000
13342,5/3/2021 1:26:41 PM,37.92000,17.83000,0.39000,38.00000,36.00000,38.00000,54.00000,75.00000,45.00000,4.73000,4.30000,4.73000,4.58667,41.90269,64.81707,18.71333,37.33333,58.00000
13343,5/3/2021 1:26:41 PM,38.53000,18.62000,0.09000,39.00000,38.00000,42.00000,54.00000,92.00000,61.00000,5.16000,5.16000,6.45000,5.59000,42.79329,64.20739,19.08000,39.66667,69.00000
13344,5/3/2021 1:26:41 PM,38.40000,21.24000,-0.13000,43.00000,40.00000,42.00000,73.00000,88.00000,73.00000,6.88000,6.02000,6.45000,6.45000,43.88277,61.05192,19.83667,41.66667,78.00000
13345,5/3/2021 1:26:41 PM,36.63000,20.12000,-0.02000,38.00000,37.00000,38.00000,73.00000,86.00000,67.00000,4.73000,4.73000,4.73000,4.73000,41.79200,61.22104,18.91000,37.66667,75.33333
13346,5/3/2021 1:26:41 PM,32.87000,15.34000,-0.40000,31.00000,29.00000,31.00000,36.00000,65.00000,49.00000,1.72000,1.29000,1.72000,1.57667,36.27330,64.98215,15.93667,30.33333,50.00000
13347,5/3/2021 1:26:41 PM,38.48000,18.94000,-0.52000,37.00000,37.00000,38.00000,54.00000,89.00000,58.00000,4.30000,4.73000,4.73000,4.58667,42.88862,63.79342,18.96667,37.33333,67.00000
13348,5/3/2021 1:26:41 PM,38.63000,19.93000,-0.25000,49.00000,44.00000,50.00000,79.00000,87.00000,85.00000,9.46000,7.74000,9.89000,9.03000,43.46817,62.70987,19.43667,47.66667,83.66667
13349,5/3/2021 1:26:41 PM,38.74000,19.43000,-0.17000,47.00000,43.00000,51.00000,82.00000,90.00000,80.00000,8.60000,7.31000,10.32000,8.74333,43.33950,63.36400,19.33333,47.00000,84.00000
13350,5/3/2021 1:26:41 PM,38.67000,19.54000,-0.54000,39.00000,37.00000,37.00000,63.00000,86.00000,62.00000,5.16000,4.73000,4.30000,4.73000,43.32644,63.19247,19.22333,37.66667,70.33333
13351,5/3/2021 1:26:41 PM,39.34000,20.07000,-0.52000,56.00000,51.00000,59.00000,84.00000,91.00000,82.00000,12.47000,10.75000,13.76000,12.32667,44.16379,62.97079,19.63000,55.33333,85.66667
13352,5/3/2021 1:26:41 PM,36.75000,18.81000,-0.26000,35.00000,33.00000,31.00000,66.00000,83.00000,45.00000,3.44000,3.01000,1.72000,2.72333,41.28412,62.89497,18.43333,33.00000,64.66667
13353,5/3/2021 1:26:41 PM,38.01000,19.28000,-0.25000,46.00000,44.00000,49.00000,77.00000,86.00000,78.00000,8.17000,7.74000,9.46000,8.45667,42.62017,63.10428,19.01333,46.33333,80.33333
13354,5/3/2021 1:26:41 PM,13.61000,2.18000,-0.29000,30.00000,27.00000,31.00000,43.00000,66.00000,47.00000,1.29000,0.43000,1.72000,1.14667,13.78349,80.89987,5.16667,29.33333,52.00000
13355,5/3/2021 1:26:41 PM,38.76000,19.58000,0.20000,43.00000,39.00000,43.00000,70.00000,87.00000,67.00000,6.88000,5.59000,6.88000,6.45000,43.42481,63.19892,19.51333,41.66667,74.66667
13356,5/3/2021 1:26:41 PM,38.42000,19.26000,0.17000,35.00000,33.00000,35.00000,57.00000,84.00000,61.00000,3.44000,3.01000,3.44000,3.29667,42.97725,63.37533,19.28333,34.33333,67.33333
13357,5/3/2021 1:26:41 PM,39.19000,19.45000,0.14000,31.00000,31.00000,31.00000,46.00000,81.00000,55.00000,1.72000,2.15000,1.72000,1.86333,43.75110,63.60479,19.59333,31.00000,60.66667
13358,5/3/2021 1:26:41 PM,40.87000,19.69000,0.10000,45.00000,44.00000,48.00000,75.00000,91.00000,86.00000,7.74000,7.74000,9.03000,8.17000,45.36577,64.27656,20.22000,45.66667,84.00000
13359,5/3/2021 1:26:41 PM,37.86000,18.50000,0.05000,37.00000,34.00000,35.00000,54.00000,81.00000,44.00000,4.30000,3.44000,3.44000,3.72667,42.13822,63.95791,18.80333,35.33333,59.66667
13360,5/3/2021 1:26:41 PM,18.95000,8.68000,-0.58000,28.00000,28.00000,29.00000,20.00000,68.00000,29.00000,0.43000,0.86000,0.86000,0.71667,20.84334,65.38997,9.01667,28.33333,39.00000
13361,5/3/2021 1:26:41 PM,39.18000,18.72000,0.40000,39.00000,42.00000,38.00000,76.00000,89.00000,74.00000,5.16000,6.88000,4.73000,5.59000,43.42247,64.46177,19.43333,39.66667,79.66667
13362,5/3/2021 1:26:41 PM,41.24000,21.01000,0.50000,36.00000,34.00000,38.00000,48.00000,78.00000,55.00000,3.87000,3.44000,4.73000,4.01333,46.28345,63.00312,20.91667,36.00000,60.33333
13363,5/3/2021 1:26:42 PM,35.67000,18.11000,0.22000,37.00000,34.00000,34.00000,55.00000,82.00000,54.00000,4.30000,3.44000,3.01000,3.58333,40.00401,63.08266,18.00000,35.00000,63.66667
13364,5/3/2021 1:26:42 PM,37.52000,19.69000,0.16000,38.00000,33.00000,41.00000,68.00000,81.00000,64.00000,4.73000,3.01000,6.02000,4.58667,42.37271,62.31011,19.12333,37.33333,71.00000
13365,5/3/2021 1:26:42 PM,37.95000,19.75000,0.14000,42.00000,40.00000,41.00000,60.00000,85.00000,74.00000,6.45000,6.02000,6.02000,6.16333,42.78160,62.50656,19.28000,41.00000,73.00000
13366,5/3/2021 1:26:42 PM,38.37000,19.61000,-0.43000,46.00000,41.00000,43.00000,68.00000,88.00000,78.00000,8.17000,6.45000,6.88000,7.16667,43.09071,62.92950,19.18333,43.33333,78.00000
13367,5/3/2021 1:26:42 PM,38.17000,19.29000,-0.07000,53.00000,53.00000,54.00000,84.00000,93.00000,78.00000,11.18000,11.61000,11.61000,11.46667,42.76743,63.18930,19.13000,53.33333,85.00000
13368,5/3/2021 1:26:42 PM,36.92000,19.89000,-0.31000,38.00000,39.00000,40.00000,58.00000,91.00000,66.00000,4.73000,5.59000,5.59000,5.30333,41.93684,61.68721,18.83333,39.00000,71.66667
13369,5/3/2021 1:26:42 PM,37.43000,19.82000,-0.18000,41.00000,36.00000,41.00000,80.00000,85.00000,77.00000,6.02000,4.30000,6.02000,5.44667,42.35372,62.09781,19.02333,39.33333,80.66667
13370,5/3/2021 1:26:42 PM,38.31000,19.87000,-0.24000,51.00000,51.00000,52.00000,77.00000,88.00000,86.00000,10.32000,10.75000,10.75000,10.60667,43.15638,62.58588,19.31333,51.33333,83.66667
13371,5/3/2021 1:26:42 PM,39.47000,19.09000,0.07000,32.00000,38.00000,34.00000,53.00000,89.00000,57.00000,2.15000,5.16000,3.01000,3.44000,43.84414,64.18887,19.54333,34.66667,66.33333
13372,5/3/2021 1:26:42 PM,40.34000,19.72000,0.12000,36.00000,41.00000,40.00000,62.00000,89.00000,78.00000,3.87000,6.45000,5.59000,5.30333,44.90205,63.94854,20.06000,39.00000,76.33333
13373,5/3/2021 1:26:42 PM,37.61000,18.38000,-0.05000,43.00000,44.00000,46.00000,59.00000,89.00000,68.00000,6.88000,7.74000,8.17000,7.59667,41.86092,63.95525,18.64667,44.33333,72.00000
13374,5/3/2021 1:26:42 PM,21.11000,4.45000,1.72000,29.00000,28.00000,29.00000,48.00000,76.00000,40.00000,0.86000,0.86000,0.86000,0.86000,21.57393,78.09630,9.09333,28.66667,54.66667
13375,5/3/2021 1:26:42 PM,37.91000,19.27000,-0.13000,47.00000,45.00000,46.00000,78.00000,93.00000,87.00000,8.60000,8.17000,8.17000,8.31333,42.52647,63.05535,19.01667,46.00000,86.00000
13376,5/3/2021 1:26:42 PM,39.52000,18.80000,0.21000,35.00000,40.00000,37.00000,59.00000,88.00000,67.00000,3.44000,6.02000,4.30000,4.58667,43.76380,64.55917,19.51000,37.33333,71.33333
13377,5/3/2021 1:26:42 PM,39.32000,19.01000,0.86000,33.00000,33.00000,37.00000,38.00000,83.00000,51.00000,2.58000,3.01000,4.30000,3.29667,43.67428,64.19767,19.73000,34.33333,57.33333
13378,5/3/2021 1:26:42 PM,38.95000,18.14000,0.18000,42.00000,40.00000,40.00000,55.00000,89.00000,58.00000,6.45000,6.02000,5.59000,6.02000,42.96699,65.02741,19.09000,40.66667,67.33333
13379,5/3/2021 1:26:42 PM,39.15000,18.58000,0.40000,40.00000,34.00000,39.00000,76.00000,87.00000,70.00000,5.59000,3.44000,5.16000,4.73000,43.33519,64.61169,19.37667,37.66667,77.66667
13380,5/3/2021 1:26:42 PM,39.24000,19.66000,0.01000,55.00000,45.00000,50.00000,88.00000,92.00000,79.00000,12.04000,8.17000,9.89000,10.03333,43.88956,63.38824,19.63667,50.00000,86.33333
13381,5/3/2021 1:26:42 PM,39.65000,21.84000,-0.14000,42.00000,39.00000,43.00000,50.00000,79.00000,74.00000,6.45000,5.59000,6.88000,6.30667,45.26707,61.15316,20.45000,41.33333,67.66667
13382,5/3/2021 1:26:42 PM,37.66000,18.77000,-0.23000,35.00000,37.00000,37.00000,51.00000,86.00000,60.00000,3.44000,4.73000,4.30000,4.15667,42.07836,63.50802,18.73333,36.33333,65.66667
13383,5/3/2021 1:26:42 PM,39.07000,20.10000,-0.30000,38.00000,37.00000,38.00000,70.00000,88.00000,75.00000,4.73000,4.73000,4.73000,4.73000,43.93717,62.77594,19.62333,37.66667,77.66667
13384,5/3/2021 1:26:42 PM,38.04000,18.52000,-0.10000,36.00000,39.00000,35.00000,65.00000,89.00000,59.00000,3.87000,5.59000,3.44000,4.30000,42.30877,64.04059,18.82000,36.66667,71.00000
13385,5/3/2021 1:26:42 PM,36.58000,20.24000,-0.28000,37.00000,33.00000,37.00000,66.00000,82.00000,64.00000,4.30000,3.01000,4.30000,3.87000,41.80615,61.04390,18.84667,35.66667,70.66667
13386,5/3/2021 1:26:42 PM,39.12000,18.34000,-0.08000,36.00000,36.00000,39.00000,62.00000,88.00000,57.00000,3.87000,4.30000,5.16000,4.44333,43.20567,64.88216,19.12667,37.00000,69.00000
13387,5/3/2021 1:26:42 PM,34.42000,18.53000,0.36000,35.00000,34.00000,34.00000,63.00000,82.00000,50.00000,3.44000,3.44000,3.01000,3.29667,39.09088,61.70421,17.77000,34.33333,65.00000
13388,5/3/2021 1:26:43 PM,35.53000,22.46000,-0.74000,30.00000,30.00000,30.00000,27.00000,82.00000,30.00000,1.29000,1.72000,1.29000,1.43333,42.03371,57.70131,19.08333,30.00000,46.33333
13389,5/3/2021 1:26:43 PM,38.38000,18.29000,0.20000,34.00000,33.00000,34.00000,47.00000,80.00000,54.00000,3.01000,3.01000,3.01000,3.01000,42.51527,64.51985,18.95667,33.66667,60.33333
13390,5/3/2021 1:26:43 PM,38.42000,19.55000,0.07000,39.00000,39.00000,38.00000,72.00000,88.00000,72.00000,5.16000,5.59000,4.73000,5.16000,43.10799,63.03075,19.34667,38.66667,77.33333
13391,5/3/2021 1:26:43 PM,37.58000,20.05000,-0.12000,47.00000,49.00000,49.00000,77.00000,92.00000,74.00000,8.60000,9.89000,9.46000,9.31667,42.59412,61.91881,19.17000,48.33333,81.00000
13392,5/3/2021 1:26:43 PM,37.60000,19.17000,0.01000,47.00000,46.00000,47.00000,68.00000,92.00000,74.00000,8.60000,8.60000,8.60000,8.60000,42.20484,62.98567,18.92667,46.66667,78.00000
13393,5/3/2021 1:26:43 PM,39.03000,19.51000,0.07000,50.00000,54.00000,59.00000,75.00000,94.00000,83.00000,9.89000,12.04000,13.76000,11.89667,43.63463,63.44082,19.53667,54.33333,84.00000
13394,5/3/2021 1:26:43 PM,38.46000,21.08000,-0.18000,46.00000,42.00000,45.00000,76.00000,86.00000,77.00000,8.17000,6.88000,7.74000,7.59667,43.85816,61.27277,19.78667,44.33333,79.66667
13395,5/3/2021 1:26:43 PM,38.15000,19.46000,0.00000,53.00000,49.00000,53.00000,82.00000,93.00000,85.00000,11.18000,9.89000,11.18000,10.75000,42.82656,62.97425,19.20333,51.66667,86.66667
13396,5/3/2021 1:26:43 PM,35.94000,18.53000,-0.26000,34.00000,35.00000,34.00000,67.00000,87.00000,55.00000,3.01000,3.87000,3.01000,3.29667,40.43568,62.72521,18.07000,34.33333,69.66667
13397,5/3/2021 1:26:43 PM,38.86000,20.32000,-0.12000,40.00000,41.00000,43.00000,42.00000,79.00000,65.00000,5.59000,6.45000,6.88000,6.30667,43.85205,62.39481,19.68667,41.33333,62.00000
13398,5/3/2021 1:26:43 PM,39.27000,18.69000,-0.21000,39.00000,36.00000,37.00000,56.00000,89.00000,66.00000,5.16000,4.30000,4.30000,4.58667,43.49079,64.54855,19.25000,37.33333,70.33333
13399,5/3/2021 1:26:43 PM,36.66000,18.01000,-0.22000,33.00000,34.00000,35.00000,41.00000,79.00000,59.00000,2.58000,3.44000,3.44000,3.15333,40.84502,63.83645,18.15000,34.00000,59.66667
13400,5/3/2021 1:26:43 PM,36.11000,18.71000,-0.03000,35.00000,36.00000,34.00000,54.00000,82.00000,53.00000,3.44000,4.30000,3.01000,3.58333,40.66935,62.60956,18.26333,35.00000,63.00000
13401,5/3/2021 1:26:43 PM,37.92000,20.09000,-0.04000,42.00000,35.00000,38.00000,73.00000,79.00000,59.00000,6.45000,3.87000,4.73000,5.01667,42.91311,62.08538,19.32333,38.33333,70.33333
13402,5/3/2021 1:26:43 PM,37.46000,20.19000,-0.04000,37.00000,32.00000,37.00000,58.00000,73.00000,71.00000,4.30000,2.58000,4.30000,3.72667,42.55453,61.67645,19.20333,35.33333,67.33333
13403,5/3/2021 1:26:43 PM,35.22000,16.43000,0.41000,35.00000,34.00000,32.00000,48.00000,80.00000,27.00000,3.44000,3.44000,2.15000,3.01000,38.86378,64.99112,17.35333,33.66667,51.66667
13404,5/3/2021 1:26:43 PM,37.18000,21.07000,0.16000,43.00000,38.00000,41.00000,65.00000,84.00000,80.00000,6.88000,5.16000,6.02000,6.02000,42.73520,60.45966,19.47000,40.66667,76.33333
13405,5/3/2021 1:26:43 PM,36.46000,18.78000,-0.03000,40.00000,38.00000,40.00000,60.00000,86.00000,65.00000,5.59000,5.16000,5.59000,5.44667,41.01244,62.74768,18.40333,39.33333,70.33333
13406,5/3/2021 1:26:43 PM,38.32000,19.18000,0.12000,46.00000,47.00000,45.00000,80.00000,93.00000,75.00000,8.17000,9.03000,7.74000,8.31333,42.85201,63.41103,19.20667,46.00000,82.66667
13407,5/3/2021 1:26:43 PM,39.11000,19.75000,0.07000,42.00000,44.00000,46.00000,66.00000,91.00000,81.00000,6.45000,7.74000,8.17000,7.45333,43.81386,63.20687,19.64333,44.00000,79.33333
13408,5/3/2021 1:26:43 PM,38.91000,18.04000,-0.09000,39.00000,37.00000,36.00000,42.00000,86.00000,49.00000,5.16000,4.73000,3.87000,4.58667,42.88857,65.12596,18.95333,37.33333,59.00000
13409,5/3/2021 1:26:43 PM,13.10000,18.49000,-2.40000,30.00000,32.00000,33.00000,7.00000,71.00000,50.00000,1.29000,2.58000,2.58000,2.15000,22.66032,35.31723,9.73000,31.66667,42.66667
13410,5/3/2021 1:26:43 PM,37.00000,20.64000,0.02000,50.00000,39.00000,48.00000,73.00000,87.00000,79.00000,9.89000,5.59000,9.03000,8.17000,42.36755,60.84557,19.22000,45.66667,79.66667
13411,5/3/2021 1:26:43 PM,33.44000,16.10000,-0.12000,30.00000,33.00000,32.00000,41.00000,79.00000,30.00000,1.29000,3.01000,2.15000,2.15000,37.11393,64.29108,16.47333,31.66667,50.00000
13412,5/3/2021 1:26:43 PM,38.50000,19.40000,-0.22000,47.00000,43.00000,46.00000,55.00000,88.00000,70.00000,8.60000,7.31000,8.17000,8.02667,43.11160,63.25664,19.22667,45.33333,71.00000
13413,5/3/2021 1:26:44 PM,38.78000,19.70000,-0.22000,34.00000,32.00000,34.00000,65.00000,80.00000,74.00000,3.01000,2.58000,3.01000,2.86667,43.49688,63.06971,19.42000,33.33333,73.00000
13414,5/3/2021 1:26:44 PM,38.50000,19.74000,0.04000,54.00000,52.00000,57.00000,79.00000,92.00000,81.00000,11.61000,11.18000,12.90000,11.89667,43.26566,62.85455,19.42667,54.33333,84.00000
13415,5/3/2021 1:26:44 PM,37.78000,19.14000,0.02000,42.00000,39.00000,42.00000,72.00000,86.00000,69.00000,6.45000,5.59000,6.45000,6.16333,42.35172,63.13244,18.98000,41.00000,75.66667
13416,5/3/2021 1:26:44 PM,38.33000,19.94000,-0.13000,38.00000,33.00000,32.00000,81.00000,81.00000,67.00000,4.73000,3.01000,2.15000,3.29667,43.20639,62.51569,19.38000,34.33333,76.33333
13417,5/3/2021 1:26:44 PM,39.45000,19.55000,0.38000,34.00000,34.00000,38.00000,40.00000,84.00000,56.00000,3.01000,3.44000,4.73000,3.72667,44.02846,63.63864,19.79333,35.33333,60.00000
13418,5/3/2021 1:26:44 PM,40.31000,20.60000,-0.11000,49.00000,39.00000,44.00000,67.00000,87.00000,76.00000,9.46000,5.59000,7.31000,7.45333,45.26871,62.93118,20.26667,44.00000,76.66667
13419,5/3/2021 1:26:44 PM,37.75000,16.35000,0.52000,34.00000,32.00000,35.00000,49.00000,76.00000,45.00000,3.01000,2.58000,3.44000,3.01000,41.13861,66.58196,18.20667,33.66667,56.66667
13420,5/3/2021 1:26:44 PM,38.83000,19.40000,0.27000,44.00000,45.00000,47.00000,75.00000,91.00000,75.00000,7.31000,8.17000,8.60000,8.02667,43.40655,63.45266,19.50000,45.33333,80.33333
13421,5/3/2021 1:26:44 PM,38.79000,20.20000,-0.19000,41.00000,37.00000,38.00000,64.00000,85.00000,55.00000,6.02000,4.73000,4.73000,5.16000,43.73447,62.49163,19.60000,38.66667,68.00000
